,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
423,0.55,0.968,2,-6.954,1,0.0367,6.8e-05,0.851,0.138,0.696,132.03,4
425,0.38,0.89,1,-7.774,0,0.045,0.000359,0.0,0.031,0.686,152.623,4
426,0.503,0.291,0,-6.135,1,0.0302,0.0574,0.0,0.113,0.136,145.834,4
427,0.234,0.985,9,-5.242,1,0.0529,0.00638,0.000428,0.144,0.436,160.277,4
428,0.303,0.934,1,-5.239,1,0.0527,2.38e-05,0.125,0.178,0.572,91.507,4
429,0.735,0.867,7,-7.24,1,0.0834,5.56e-05,0.611,0.134,0.452,121.738,4
430,0.55,0.865,7,-8.509,0,0.0937,0.000597,0.241,0.869,0.286,162.985,4
431,0.227,0.977,8,-6.176,1,0.169,2.85e-06,0.804,0.359,0.0542,113.416,4
432,0.69,0.304,9,-13.107,1,0.0542,0.213,0.851,0.363,0.0747,87.977,4
434,0.479,0.764,9,-10.494,0,0.0439,0.0969,0.921,0.177,0.476,135.029,4
436,0.332,0.975,8,-2.07,1,0.0651,1.98e-05,6.35e-06,0.291,0.506,183.946,4
438,0.338,0.98,9,-5.286,1,0.089,1.88e-05,0.138,0.356,0.116,110.637,4
439,0.643,0.331,10,-9.741,1,0.0324,0.102,0.00106,0.0972,0.389,116.913,3
440,0.265,0.946,11,-6.891,0,0.171,3.01e-06,0.00525,0.737,0.394,132.437,4
441,0.432,0.926,1,-4.425,1,0.199,0.00154,0.504,0.0587,0.35,175.469,4
442,0.59,0.954,3,-3.692,0,0.379,0.0944,0.0,0.206,0.669,130.918,4
444,0.346,0.995,4,-6.093,1,0.123,1.22e-05,0.818,0.979,0.128,113.681,4
445,0.344,0.983,7,-3.968,1,0.167,0.000213,0.0,0.125,0.218,139.045,4
446,0.506,0.392,7,-12.749,1,0.0623,0.542,0.000274,0.216,0.578,146.211,4
447,0.308,0.962,10,-5.607,0,0.24,0.000108,4.35e-05,0.327,0.316,93.646,3
448,0.36,0.917,6,-7.421,1,0.14,0.00191,0.000862,0.339,0.217,124.951,4
449,0.468,0.955,9,-4.122,0,0.133,0.0104,0.0,0.153,0.635,108.889,4
450,0.532,0.9,1,-5.93,1,0.0339,9.32e-05,0.879,0.2,0.387,129.006,4
452,0.483,0.949,7,-2.916,1,0.0638,0.00196,0.196,0.0685,0.401,179.993,4
457,0.796,0.697,8,-6.363,0,0.0402,0.0969,3.83e-05,0.0914,0.745,124.025,4
460,0.17,0.951,5,-4.29,1,0.303,0.0111,3.09e-05,0.249,0.0915,177.184,4
462,0.631,0.558,0,-5.749,0,0.12,0.577,7.98e-05,0.143,0.44,88.949,4
464,0.214,0.886,11,-8.254,0,0.0567,0.00582,0.0,0.165,0.275,94.977,4
465,0.314,0.967,1,-4.289,1,0.0965,5.1e-05,0.643,0.984,0.366,120.997,4
466,0.162,0.958,0,-3.622,0,0.0988,0.00509,5.23e-05,0.38,0.188,173.857,4
467,0.43,0.971,5,-4.722,0,0.172,0.00288,0.00418,0.0343,0.327,163.813,4
468,0.195,0.965,7,-3.91,1,0.0756,0.000516,0.771,0.264,0.295,154.995,4
469,0.411,0.93,10,-6.211,0,0.0827,1.16e-06,0.707,0.277,0.298,100.509,4
470,0.458,0.973,10,-3.169,0,0.191,2.25e-05,0.0738,0.127,0.517,144.934,3
471,0.315,0.988,8,-1.984,1,0.132,1.06e-05,0.373,0.373,0.28,175.018,4
472,0.306,0.907,11,-10.34,1,0.0512,0.00175,0.526,0.45,0.564,134.972,4
474,0.673,0.95,2,-6.693,1,0.0718,0.0672,0.000106,0.178,0.536,123.994,4
475,0.492,0.971,3,-4.257,1,0.221,0.0436,0.0,0.521,0.506,168.299,4
476,0.744,0.953,2,-4.376,1,0.162,0.0682,0.0,0.0834,0.819,131.936,4
477,0.396,0.94,9,-5.273,1,0.0883,0.000437,0.0,0.0911,0.287,113.108,4
478,0.31,0.825,10,-13.738,0,0.253,0.221,0.464,0.0796,0.423,78.946,4
480,0.593,0.964,4,-4.234,0,0.384,0.00136,0.0976,0.0662,0.0382,150.075,4
481,0.329,0.689,2,-12.975,1,0.098,0.0761,0.0456,0.0598,0.321,125.341,4
483,0.301,0.901,11,-8.918,0,0.0594,0.0126,0.00309,0.328,0.201,148.275,4
486,0.659,0.872,2,-3.724,1,0.0809,0.0328,2.43e-06,0.115,0.539,122.081,4
487,0.444,0.914,1,-3.452,1,0.087,0.0014,0.0016,0.268,0.578,165.351,4
488,0.164,0.878,6,-2.389,1,0.0775,3.68e-05,0.0164,0.115,0.134,137.688,4
489,0.279,0.717,2,-5.321,1,0.0468,0.000317,0.167,0.224,0.21,133.582,3
490,0.473,0.983,2,-3.573,1,0.15,6.86e-05,0.0168,0.0562,0.33,135.048,4
491,0.627,0.953,11,-4.037,0,0.144,0.00309,0.0,0.709,0.5,139.977,4
492,0.193,0.958,6,-6.244,0,0.229,0.0,0.931,0.0805,0.107,112.756,4
493,0.229,0.831,1,-8.193,0,0.0622,1.13e-06,0.715,0.24,0.0921,101.384,4
494,0.319,0.809,11,-14.598,1,0.0809,0.0147,0.568,0.0711,0.182,74.258,4
495,0.181,0.945,5,-10.114,0,0.177,3.64e-05,0.747,0.075,0.141,169.533,4
496,0.211,0.93,2,-13.076,1,0.19,0.0492,0.885,0.182,0.0936,157.479,4
498,0.433,0.957,7,-4.588,1,0.0508,0.0008,0.000776,0.414,0.199,144.996,3
500,0.3,0.81,1,-14.098,1,0.077,0.0361,0.494,0.167,0.388,78.123,4
501,0.4,0.874,11,-9.628,1,0.0677,0.00795,4.09e-05,0.157,0.648,130.574,4
502,0.648,0.876,4,-5.866,1,0.0406,0.000538,0.00334,0.078,0.863,132.996,4
503,0.562,0.999,1,-8.438,1,0.054,0.000194,0.884,0.312,0.558,135.997,4
504,0.337,0.947,4,-6.905,1,0.0832,8.17e-05,0.00617,0.671,0.295,99.282,4
507,0.247,0.752,0,-5.993,0,0.0573,0.000104,0.342,0.2,0.251,81.59,4
509,0.378,0.974,11,-7.239,0,0.0593,0.000158,6.89e-05,0.676,0.161,195.34,4
510,0.161,0.873,3,-7.973,0,0.0836,1.01e-06,0.813,0.371,0.0925,99.591,4
511,0.251,0.847,7,-7.469,1,0.0377,7.69e-05,0.624,0.0812,0.333,132.515,4
512,0.73,0.763,7,-7.344,1,0.433,0.0394,0.0,0.124,0.517,168.041,4
513,0.197,0.855,0,-4.193,1,0.0673,0.00954,0.0461,0.204,0.566,101.633,3
514,0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,4
515,0.139,0.989,4,-3.988,1,0.0696,0.000194,0.000532,0.286,0.459,173.162,4
516,0.324,0.897,5,-5.811,1,0.0778,0.121,0.0,0.235,0.535,89.674,4
517,0.566,0.42,0,-5.52,0,0.0402,0.000305,4.09e-06,0.0372,0.288,113.949,4
518,0.532,0.989,4,-2.168,0,0.0861,0.000587,0.0,0.635,0.472,99.995,4
519,0.239,0.914,11,-7.435,0,0.0778,0.0514,0.0,0.452,0.276,155.246,4
520,0.708,0.771,4,-8.105,0,0.148,0.00518,0.224,0.113,0.766,178.848,4
521,0.48,0.66,5,-12.681,0,0.0446,0.0873,0.0,0.131,0.438,177.171,4
522,0.46,0.991,2,-3.317,1,0.333,0.000177,0.764,0.0723,0.12,150.074,4
523,0.46,0.933,0,-11.15,1,0.0798,0.000301,0.247,0.139,0.268,95.724,4
525,0.394,0.986,8,-3.886,1,0.0787,0.000464,0.945,0.171,0.58,164.039,4
526,0.282,0.876,2,-11.899,1,0.0507,8.13e-05,0.0,0.0185,0.379,86.492,4
527,0.276,0.921,11,-9.147,0,0.102,0.067,3.76e-05,0.715,0.0964,137.011,4
528,0.173,0.956,6,-9.065,0,0.29,9.43e-06,0.776,0.103,0.0902,90.775,4
529,0.37,0.967,1,-1.641,1,0.13,5.66e-06,0.876,0.0812,0.0427,117.087,4
530,0.493,0.851,5,-10.102,1,0.0513,0.00117,0.0243,0.103,0.829,163.001,4
531,0.51,0.999,4,-5.868,0,0.0703,0.00964,3.6e-05,0.0734,0.333,139.99,4
532,0.16,0.854,9,-9.752,1,0.0652,0.282,0.00185,0.428,0.223,83.047,4
533,0.567,0.932,7,-6.273,1,0.153,0.000438,0.00205,0.0839,0.247,114.972,4
534,0.357,0.585,8,-15.162,1,0.0859,0.425,0.12,0.319,0.442,126.771,4
537,0.448,0.891,0,-6.723,1,0.138,0.000305,0.877,0.0565,0.444,92.5,5
538,0.598,0.741,6,-4.026,1,0.027,0.0498,0.0,0.0818,0.656,96.354,4
540,0.467,0.988,7,-4.306,1,0.0998,0.000374,0.00718,0.102,0.136,100.041,4
542,0.259,0.983,11,-7.36,1,0.121,0.0199,0.0,0.213,0.0611,202.216,4
543,0.0773,0.904,4,-4.854,1,0.0723,2.86e-05,0.00538,0.232,0.301,174.272,4
544,0.428,0.814,2,-12.324,1,0.07,0.213,0.892,0.0478,0.306,139.581,4
545,0.484,0.945,11,-4.776,1,0.113,0.0208,0.000101,0.224,0.814,156.598,4
546,0.464,0.99,0,-5.244,1,0.177,0.00799,1.75e-06,0.313,0.117,110.429,4
547,0.943,0.839,1,-4.842,1,0.106,0.0243,6.45e-06,0.113,0.388,99.844,4
549,0.673,0.842,6,-8.214,1,0.0711,0.00247,0.191,0.913,0.379,130.022,4
550,0.561,0.958,1,-5.612,0,0.0941,0.000173,0.18,0.0479,0.163,100.01,4
551,0.431,0.983,5,-4.158,1,0.0974,0.000155,0.0,0.269,0.359,149.673,4
552,0.376,0.936,6,-8.241,0,0.0676,0.000452,1.85e-06,0.159,0.612,95.359,4
553,0.62,0.929,0,-5.196,1,0.0796,0.00106,0.037,0.0763,0.627,130.031,4
554,0.259,0.926,8,-9.877,1,0.107,0.000175,0.854,0.157,0.181,102.205,4
555,0.865,0.688,1,-7.324,1,0.127,0.108,2.07e-06,0.161,0.911,112.993,4
556,0.572,0.811,1,-14.691,1,0.0556,0.108,0.778,0.146,0.196,126.461,4
557,0.334,0.973,11,-7.674,1,0.0766,0.00646,0.0106,0.822,0.36,143.417,4
558,0.257,0.946,11,-5.78,0,0.13,8.45e-05,0.818,0.955,0.593,174.326,4
559,0.37,0.961,7,-5.48,0,0.245,0.00222,0.0,0.89,0.188,160.16,4
561,0.614,0.923,0,-6.74,1,0.0749,0.013,0.22,0.276,0.262,138.631,4
563,0.536,0.547,8,-4.48,1,0.0357,9.37e-05,2.05e-05,0.277,0.356,140.599,4
565,0.261,0.979,5,-3.176,0,0.0963,0.00618,0.0,0.115,0.0863,119.764,4
566,0.476,0.767,2,-8.304,0,0.0508,0.00158,0.765,0.111,0.0454,159.995,4
567,0.694,0.825,10,-4.721,0,0.335,0.0814,4.3e-05,0.0999,0.586,93.72,4
568,0.522,0.909,8,-5.575,0,0.0383,0.134,0.872,0.666,0.171,170.031,4
569,0.249,0.968,11,-3.885,0,0.0639,2.29e-06,0.829,0.0811,0.256,157.868,4
570,0.0926,0.97,2,-3.031,1,0.0861,0.000589,0.873,0.141,0.0346,85.013,4
571,0.524,0.894,2,-9.573,1,0.0328,0.000364,0.846,0.15,0.212,140.003,4
572,0.233,0.997,1,-6.659,1,0.109,0.0141,0.0933,0.686,0.0369,128.128,4
573,0.317,0.79,7,-10.978,1,0.0766,0.0968,0.000431,0.599,0.348,98.677,4
574,0.456,0.99,10,-3.764,0,0.23,0.000152,0.2,0.187,0.0762,160.072,4
575,0.518,0.957,7,-3.414,0,0.0407,0.000227,0.528,0.0988,0.275,120.049,4
577,0.351,0.999,6,-3.239,1,0.0975,0.000238,0.826,0.29,0.298,114.641,5
578,0.287,0.605,10,-5.625,1,0.0434,0.76,1.87e-05,0.108,0.335,75.22,4
579,0.609,0.953,4,-3.73,0,0.151,0.00572,0.558,0.154,0.351,128.96,4
580,0.308,0.957,8,-6.557,1,0.191,1.07e-06,0.431,0.0966,0.134,131.356,4
581,0.609,0.859,2,-7.344,1,0.0415,0.000225,0.293,0.318,0.777,130.01,4
582,0.443,0.816,8,-10.561,1,0.0758,6.53e-05,0.00756,0.106,0.425,112.515,4
584,0.387,0.996,8,-3.368,1,0.168,0.00158,0.00788,0.328,0.165,145.47,4
585,0.163,0.817,9,-11.721,1,0.0536,0.0911,0.0322,0.0294,0.237,174.154,4
586,0.261,0.913,11,-4.581,0,0.0877,2.28e-05,0.0792,0.0954,0.228,85.021,4
587,0.241,0.769,0,-6.894,1,0.0478,1.69e-05,0.905,0.202,0.471,159.183,4
588,0.466,0.993,3,-3.787,0,0.123,0.00104,4.62e-06,0.147,0.0797,101.339,3
591,0.269,0.862,11,-10.143,0,0.0487,0.0574,0.364,0.144,0.347,180.533,4
592,0.482,0.789,5,-9.946,0,0.044,0.104,0.084,0.331,0.727,101.983,4
593,0.312,0.72,6,-11.254,0,0.0438,0.000195,0.475,0.107,0.415,113.297,4
594,0.618,0.501,11,-7.673,1,0.0277,0.445,1.66e-05,0.223,0.72,147.917,4
595,0.452,0.628,9,-10.079,0,0.0795,0.204,0.0404,0.176,0.149,107.935,4
596,0.423,0.706,9,-8.944,0,0.0434,0.000577,0.0188,0.161,0.901,83.554,4
597,0.138,0.932,11,-5.011,1,0.266,0.149,0.000117,0.813,0.039,158.397,4
598,0.458,0.87,7,-5.629,1,0.0552,0.000297,4.69e-05,0.12,0.395,180.062,4
600,0.294,0.962,5,-7.439,0,0.0903,0.00179,9.93e-05,0.0999,0.304,148.031,4
601,0.365,0.999,9,-4.385,0,0.314,0.00031,0.847,0.168,0.181,160.192,4
602,0.326,0.975,2,-6.343,1,0.112,0.000201,0.833,0.0978,0.479,150.722,3
603,0.781,0.946,7,-6.774,1,0.122,0.00216,0.0,0.0798,0.673,138.036,4
604,0.271,0.821,7,-6.963,0,0.0848,0.0539,0.00346,0.228,0.247,94.638,3
605,0.621,0.728,1,-7.473,0,0.0301,0.0019,0.00985,0.111,0.335,111.005,4
606,0.439,0.95,8,-3.484,1,0.0716,1.02e-05,0.818,0.0388,0.8,128.309,3
608,0.679,0.885,11,-4.156,0,0.309,0.0844,0.0,0.334,0.654,96.643,4
609,0.242,0.841,11,-7.113,1,0.0619,0.000339,0.933,0.115,0.409,176.754,4
611,0.738,0.724,6,-3.583,1,0.0453,0.232,0.0,0.0527,0.673,100.055,4
612,0.426,0.828,6,-8.913,1,0.0478,0.00102,0.696,0.156,0.545,105.605,4
613,0.337,0.846,2,-3.928,0,0.0646,0.00105,0.0662,0.146,0.55,150.692,4
614,0.584,0.986,2,-4.563,1,0.044,2.87e-05,0.319,0.0744,0.653,140.004,4
615,0.595,0.874,11,-5.643,0,0.182,0.014,0.000519,0.371,0.705,95.998,4
616,0.371,0.784,1,-6.391,0,0.043,5.21e-06,0.138,0.124,0.323,124.205,4
617,0.0579,0.808,3,-1.719,0,0.199,5.33e-06,0.0102,0.0428,0.0332,199.045,4
618,0.614,0.534,6,-10.182,1,0.0818,0.000533,0.842,0.383,0.584,142.095,4
619,0.739,0.639,2,-6.959,1,0.358,0.000918,2.74e-05,0.352,0.323,91.121,4
620,0.285,0.923,0,-7.245,1,0.0579,2.54e-05,0.663,0.165,0.333,145.806,4
621,0.312,0.683,3,-7.323,0,0.0424,9.06e-05,0.888,0.168,0.112,140.98,4
622,0.873,0.487,7,-14.872,1,0.412,0.141,0.0,0.269,0.611,97.445,4
623,0.671,0.49,2,-11.223,1,0.284,0.00463,9.17e-06,0.179,0.262,91.828,4
624,0.531,0.998,7,-4.549,1,0.386,0.000173,0.7,0.467,0.0346,140.024,4
625,0.617,0.906,0,-10.173,1,0.121,0.103,4.11e-05,0.387,0.698,105.172,4
626,0.36,0.953,3,-5.763,1,0.0582,4.31e-05,0.079,0.132,0.205,160.056,4
627,0.203,0.982,6,-3.85,1,0.164,3.49e-06,0.572,0.305,0.0728,87.466,4
629,0.275,0.819,6,-9.272,1,0.0505,0.000236,0.827,0.199,0.384,104.868,4
630,0.228,0.942,11,-7.353,0,0.144,3.36e-05,0.796,0.226,0.397,149.213,3
631,0.57,0.797,6,-10.107,1,0.0424,1.22e-05,0.494,0.226,0.563,121.614,4
632,0.405,0.921,9,-7.156,1,0.059,0.00123,0.543,0.292,0.105,130.025,4
633,0.316,0.866,5,-9.325,1,0.228,0.00932,0.000359,0.381,0.213,173.393,4
634,0.646,0.69,6,-13.392,1,0.0508,0.328,0.0486,0.079,0.738,117.589,4
635,0.55,0.979,10,-3.441,0,0.107,0.000461,0.0596,0.22,0.441,112.004,4
636,0.389,0.998,1,-9.55,0,0.199,0.276,0.205,0.232,0.0283,157.961,4
638,0.758,0.656,7,-10.025,1,0.152,0.00072,0.0697,0.148,0.797,111.01,4
639,0.312,0.281,1,-19.268,1,0.0345,0.947,0.948,0.132,0.333,80.202,3
640,0.511,0.867,1,-5.673,0,0.0589,0.00521,7.17e-05,0.043,0.799,90.023,4
641,0.712,0.992,2,-3.659,1,0.053,0.000426,0.777,0.11,0.648,139.991,4
643,0.425,0.996,0,-3.331,1,0.129,1.73e-05,0.00888,0.23,0.206,131.054,4
646,0.411,0.945,0,-3.584,1,0.0548,4.17e-06,0.86,0.236,0.838,142.542,4
647,0.524,0.848,0,-11.372,1,0.0398,0.0851,0.307,0.917,0.778,110.748,4
648,0.402,0.995,2,-3.65,1,0.132,2.41e-05,0.0419,0.284,0.038,91.945,4
649,0.584,0.975,6,-4.838,0,0.0746,0.000399,0.0745,0.295,0.626,136.861,4
650,0.532,0.876,11,-6.024,1,0.0444,0.000341,0.012,0.217,0.119,100.017,4
651,0.418,0.975,1,-6.958,1,0.0924,0.0247,0.298,0.108,0.184,76.021,4
652,0.309,0.87,7,-4.357,1,0.182,0.00857,0.7,0.139,0.198,144.08,4
653,0.421,0.566,11,-15.677,0,0.114,0.407,0.699,0.226,0.349,138.41,4
654,0.305,0.577,8,-9.021,1,0.0488,0.0111,0.811,0.116,0.145,117.625,4
655,0.371,0.652,1,-8.337,1,0.42,0.00142,0.00476,0.373,0.514,84.739,4
657,0.647,0.98,7,-3.463,1,0.356,0.0301,8.56e-05,0.045,0.399,188.309,5
658,0.327,0.979,7,-3.179,0,0.0636,0.216,0.919,0.889,0.243,84.022,4
659,0.449,0.967,0,-3.369,1,0.0603,0.000178,0.149,0.18,0.354,107.085,4
660,0.368,0.761,9,-13.203,0,0.0507,1.21e-05,0.191,0.259,0.475,129.102,4
663,0.625,0.712,0,-8.301,1,0.0313,0.0112,0.836,0.141,0.0741,97.997,4
664,0.486,0.937,7,-4.615,0,0.0508,0.000588,0.00965,0.436,0.337,151.934,4
666,0.619,0.714,2,-6.293,1,0.0434,0.00403,0.538,0.3,0.67,86.035,4
667,0.765,0.551,4,-8.584,0,0.0708,8.23e-05,0.925,0.132,0.0368,140.022,4
668,0.318,0.944,9,-9.749,1,0.0572,0.00707,0.00131,0.0326,0.712,186.941,4
669,0.261,0.567,11,-12.775,0,0.0337,0.0331,0.817,0.105,0.22,162.498,4
671,0.477,0.578,7,-10.601,1,0.0989,0.462,0.0,0.158,0.743,59.037,4
672,0.519,0.734,8,-6.17,1,0.0455,0.00643,6.4e-05,0.258,0.625,123.941,4
673,0.759,0.647,5,-12.154,0,0.0723,0.000191,0.0858,0.0659,0.179,130.993,4
675,0.584,0.812,9,-5.153,1,0.0535,0.113,0.000282,0.328,0.747,90.016,4
676,0.592,0.846,1,-5.138,1,0.27,0.123,0.0,0.297,0.883,93.696,4
677,0.269,0.869,5,-6.304,0,0.0673,2.88e-05,0.93,0.0671,0.681,151.339,4
679,0.15,0.618,4,-7.363,0,0.0378,0.0316,0.898,0.18,0.0894,104.923,4
680,0.583,0.904,9,-9.602,1,0.0351,0.0129,0.0114,0.52,0.683,128.964,4
682,0.496,0.96,4,-2.323,1,0.13,0.0177,5.54e-06,0.419,0.467,146.093,4
683,0.372,0.929,6,-3.817,1,0.0715,3.78e-06,0.00504,0.0535,0.521,93.313,4
684,0.123,0.966,6,-8.398,1,0.162,0.000617,0.825,0.598,0.0399,84.976,4
685,0.324,0.834,11,-8.464,0,0.133,0.000781,0.018,0.103,0.24,115.589,4
686,0.614,0.894,9,-5.826,1,0.196,0.00387,0.0,0.156,0.471,138.555,4
687,0.515,0.95,11,-3.564,0,0.308,0.014,0.0,0.883,0.66,95.879,4
688,0.422,0.93,8,-5.711,1,0.0579,0.000115,0.0,0.169,0.702,107.833,4
689,0.433,0.901,2,-3.777,1,0.106,2.84e-05,0.671,0.133,0.22,177.855,4
690,0.394,0.988,7,-3.259,1,0.106,0.000531,1.66e-05,0.14,0.241,160.013,4
691,0.505,0.995,1,-2.775,1,0.298,0.00567,0.00415,0.156,0.061,109.904,1
692,0.385,0.883,8,-7.801,1,0.042,2.69e-05,0.361,0.808,0.493,155.972,4
693,0.286,0.865,9,-8.413,1,0.106,5.09e-05,0.79,0.102,0.433,120.224,3
696,0.167,0.785,0,-5.621,1,0.0551,0.869,0.843,0.148,0.0397,128.241,3
698,0.331,0.838,5,-3.906,0,0.0262,0.00282,0.000755,0.175,0.239,106.598,3
699,0.464,0.98,9,-6.493,0,0.255,4.67e-05,0.0499,0.355,0.164,137.048,4
700,0.751,0.723,6,-4.797,0,0.0611,0.0248,0.0,0.572,0.79,120.023,4
701,0.684,0.855,0,-5.372,1,0.034,0.000286,0.923,0.116,0.862,93.999,4
702,0.596,0.977,10,-4.061,0,0.217,0.0103,0.0,0.264,0.753,98.259,4
703,0.795,0.421,3,-8.701,1,0.034,0.926,0.0,0.0662,0.915,103.529,1
704,0.549,0.886,6,-2.092,1,0.0296,2.15e-05,0.683,0.161,0.431,115.446,4
705,0.177,0.928,4,-8.079,0,0.0896,2.61e-06,0.864,0.181,0.259,105.018,4
706,0.435,0.979,0,-3.256,1,0.0604,0.000324,0.101,0.228,0.447,145.068,4
707,0.592,0.502,11,-14.351,1,0.0477,0.757,0.0109,0.138,0.901,151.748,4
708,0.397,0.949,4,-5.22,1,0.0686,2.39e-05,0.736,0.261,0.392,170.224,4
709,0.448,0.939,10,-5.279,1,0.11,0.00149,0.00186,0.128,0.357,154.292,4
710,0.18,0.768,9,-7.01,1,0.0437,2.27e-05,0.84,0.225,0.407,74.945,4
711,0.318,0.993,4,-3.377,0,0.163,0.00488,0.0,0.723,0.111,102.502,4
713,0.47,0.917,4,-9.716,0,0.0418,0.00148,0.034,0.0935,0.521,175.792,4
714,0.189,0.926,6,-7.35,0,0.0641,1.81e-06,0.929,0.134,0.212,104.632,4
715,0.303,0.699,7,-7.365,1,0.0399,0.015,0.00363,0.251,0.331,102.026,4
716,0.561,0.919,2,-4.193,1,0.0587,0.00136,0.153,0.268,0.39,132.992,4
717,0.451,0.915,9,-8.663,1,0.0534,0.0169,0.0,0.0358,0.542,167.096,4
718,0.601,0.972,1,-6.56,1,0.0401,0.0177,0.72,0.33,0.311,123.991,4
719,0.366,0.624,2,-9.193,1,0.204,0.485,0.0,0.201,0.488,172.675,4
720,0.474,0.891,1,-7.469,1,0.0431,0.0608,7.75e-05,0.323,0.581,88.028,4
721,0.665,0.835,4,-4.984,1,0.219,0.0188,0.0,0.143,0.0988,75.029,4
723,0.277,0.821,5,-5.209,0,0.0462,7.66e-06,0.00155,0.11,0.334,103.008,4
724,0.303,0.827,7,-6.857,0,0.0697,0.00131,0.252,0.091,0.358,126.639,4
725,0.389,0.956,11,-2.507,0,0.062,2.68e-06,0.0,0.974,0.497,97.836,4
726,0.406,0.983,2,-6.615,1,0.109,0.0224,0.335,0.11,0.38,114.889,4
727,0.367,0.939,0,-4.937,1,0.0525,1.12e-05,0.889,0.0403,0.224,149.932,4
732,0.424,0.947,9,-3.823,1,0.0699,3.88e-05,0.00797,0.0784,0.526,160.183,4
733,0.32,0.895,10,-3.921,1,0.069,0.104,9.62e-05,0.134,0.467,92.658,4
734,0.355,0.994,9,-2.18,1,0.24,0.00189,0.000731,0.139,0.09,146.15,4
736,0.614,0.71,10,-4.61,0,0.347,0.0199,0.0,0.37,0.738,200.052,4
737,0.104,0.727,7,-2.956,1,0.198,0.00182,0.334,0.812,0.0211,87.382,4
738,0.624,0.604,11,-9.337,0,0.0235,0.0812,0.00169,0.202,0.516,97.581,4
740,0.522,0.988,0,-3.653,1,0.0759,1.61e-05,0.106,0.316,0.402,140.038,4
743,0.453,0.866,1,-5.311,1,0.052,2.48e-05,0.0448,0.47,0.192,109.015,4
745,0.32,0.978,2,-6.353,1,0.196,1.31e-06,0.00574,0.346,0.129,122.226,4
746,0.332,0.984,8,-6.534,1,0.136,3.68e-05,0.00238,0.0861,0.12,118.546,4
747,0.624,0.833,6,-8.32,1,0.0323,2.93e-05,0.686,0.0352,0.806,100.983,4
748,0.564,0.947,7,-4.097,1,0.0545,0.000149,0.000105,0.372,0.524,123.767,4
749,0.544,0.997,9,-4.288,1,0.108,2.71e-05,0.00283,0.0695,0.513,138.054,4
750,0.423,0.871,7,-4.506,1,0.385,0.0175,0.0,0.367,0.442,160.296,4
751,0.563,0.872,8,-8.593,1,0.0762,0.183,0.913,0.113,0.178,120.03,4
753,0.438,0.589,9,-14.043,0,0.174,0.131,0.00396,0.0577,0.406,130.408,4
754,0.566,1.0,3,-7.472,0,0.0701,0.131,0.0295,0.0782,0.224,138.016,4
755,0.758,0.477,2,-16.112,1,0.0643,0.307,4e-05,0.0679,0.956,132.336,4
756,0.361,0.998,2,-5.497,1,0.0742,2.76e-06,0.892,0.433,0.167,128.024,4
758,0.79,0.512,6,-13.55,1,0.0729,0.012,0.00766,0.0425,0.685,99.67,4
760,0.434,0.991,1,-4.695,1,0.149,4.68e-05,0.428,0.139,0.187,164.943,4
761,0.489,0.63,0,-9.162,1,0.0633,0.0428,0.886,0.326,0.801,93.134,4
762,0.519,0.838,5,-5.361,1,0.0372,0.936,0.251,0.16,0.422,95.941,4
763,0.712,0.992,2,-3.659,1,0.053,0.000426,0.777,0.11,0.648,139.991,4
764,0.416,0.723,5,-5.256,0,0.0307,0.000158,0.671,0.101,0.119,135.099,3
765,0.611,0.924,1,-8.262,1,0.058,0.0407,0.789,0.129,0.42,109.986,4
767,0.332,0.908,9,-3.702,1,0.058,0.000906,0.0849,0.1,0.356,151.9,4
768,0.328,0.983,2,-4.998,1,0.196,9.33e-05,0.134,0.912,0.224,120.321,4
769,0.317,0.871,2,-7.898,1,0.0959,5.87e-05,0.755,0.0842,0.469,105.37,4
770,0.537,0.816,1,-14.197,1,0.0385,9.76e-05,0.792,0.0762,0.708,135.818,4
771,0.474,0.897,11,-8.149,0,0.288,0.000243,0.0643,0.106,0.481,182.117,4
773,0.489,0.906,7,-8.567,1,0.0327,0.171,0.854,0.12,0.271,95.02,4
774,0.485,0.908,2,-8.335,1,0.0402,0.000162,0.321,0.0789,0.136,97.029,4
775,0.558,0.935,5,-3.911,1,0.0523,1.55e-05,0.71,0.148,0.767,140.001,4
776,0.423,0.941,2,-4.768,0,0.0866,0.000181,0.000939,0.333,0.205,74.03,4
779,0.193,0.978,8,-6.852,1,0.198,3.61e-05,0.42,0.0814,0.203,166.108,4
780,0.631,0.989,7,-2.457,1,0.0624,0.00781,0.0189,0.298,0.444,110.002,3
781,0.288,0.887,9,-14.351,1,0.0433,0.321,0.00128,0.119,0.457,174.577,4
783,0.808,0.696,10,-5.418,0,0.24,0.197,1.02e-05,0.542,0.381,102.426,4
784,0.698,0.994,7,-5.903,0,0.0565,0.004,0.209,0.0474,0.489,140.012,4
786,0.445,0.988,1,-4.565,1,0.0844,3.98e-06,0.0373,0.297,0.217,124.958,4
787,0.621,0.948,11,-8.747,1,0.0916,0.000125,0.93,0.13,0.472,180.414,4
788,0.341,0.985,5,-3.369,1,0.0998,1.44e-06,0.0,0.341,0.0314,119.815,4
789,0.39,0.972,2,-4.563,1,0.0735,0.00263,0.0,0.426,0.414,113.502,4
